GNDVI_max,GNDVI_mean,GNDVI_min,GNDVI_std,NDRE_max,NDRE_mean,NDRE_min,NDRE_std,NDVI_max,NDVI_mean,NDVI_min,NDVI_std,NDWI_max,NDWI_mean,NDWI_min,NDWI_std,SAVI_max,SAVI_mean,SAVI_min,SAVI_std,area_NDRE_0_3,area_NDVI_0_4,area_NDVI_0_6,area_NDWI_0_05,date
0.8873038516405135,0,0.1641476274165202,0.10056823246884436,0.8070265638389031,0,0.09913930506853681,0.1286296607490085,0.9511559752523608,0,0.10880482089052561,0.15466815668028783,0.5606162089752177,0,-0.30894451251531596,0.15567057284820912,1.4266178266178267,0,0.1631935726839066,0.231980193900764,7.793271867815685,7.888482990248464,7.175935007938368,7.621995429270875,2024-01-23
0.8958864215507827,0,0.17898710286253539,0.10179253118033223,0.8118609406952966,0,0.08021732182806009,0.13004212853926023,0.9551155115511551,0,0.17035110533159947,0.15647233077920714,0.5573889130120133,0,-0.30169349780472504,0.15647145146566782,1.43255506971372,0,0.2554851292052657,0.23468611352198002,7.7964162132909465,7.8871480831181575,7.1968638047166404,7.61651618958543,2024-01-23
0.9032613833307074,0,0.18785310734463276,0.09391447300348689,0.8186968838526912,0,0.02933124755572937,0.11975540635933556,0.9577335375191425,0,0.1194675540765391,0.14714608203940677,0.5229733684518584,0,-0.3659237958303379,0.14270949813544684,1.4364903146772834,0,0.17918642375842275,0.22069570471370964,7.463181716092216,7.974587235554472,5.771220134319468,7.098476253165419,2024-01-28
0.9134341770256102,0,0.1988582302568982,0.09563357993468082,0.8226711560044894,0,0.03854545454545454,0.12153858960464062,0.9641362821279139,0,0.12667660208643816,0.14972138951245198,0.5286921060297116,0,-0.39336987731662754,0.1437443729240102,1.446096376540904,0,0.1900007451009612,0.22455814575210764,7.464041267781068,7.979067973273425,5.868045324706521,7.092979672468628,2024-01-28
0.8684884713919727,0,0.2383478590375142,0.06500474884900918,0.7704706640876854,0,-0.0996060776589758,0.09671359308507022,0.9273122959738846,0,0.07003686150605581,0.0969296180240983,0.4924635532493205,0,-0.4011670313639679,0.09960774791396225,1.3908171036883907,0,0.10504146373568514,0.1453860771205586,8.358472144911497,8.880313569963068,7.953024576803024,7.265443173484238,2024-03-28
1.0,0,0.17827825720900864,0.0543531978749653,0.8111171073934161,0,-0.49714285714285716,0.09021213067247534,1.0,0,-0.2413793103448276,0.1033464256691938,0.6357308584686775,0,-0.49455984174085066,0.12168633245489295,1.4986784140969163,0,-0.3605150214592275,0.15502885871616828,8.298339082685576,8.811832397656511,7.888750734832725,7.585160603930986,2024-04-17
1.0,0,0.23269611074489124,0.05459963693472293,0.8208182288969446,0,-0.5751295336787565,0.0899935498032576,1.0,0,-0.21153846153846154,0.10293620224704325,0.6357142857142857,0,-0.4675324675324675,0.12172525391439694,1.4994644769725098,0,-0.3157894736842105,0.15441372993891195,8.318424562404923,8.819070324041888,7.918152050610564,7.589185957506458,2024-04-17
1.0,0,0.0,0.07990120079023634,1.0,0,-1.0,0.135461905270693,1.0,0,-1.0,0.14234757770375436,0.7321016166281755,0,-1.0,0.1672825174600101,1.4988713318284423,0,-1.476190476190476,0.21258154095212622,6.9467671048269475,8.119197503207063,5.432273332600609,5.130804778569361,2024-05-02
1.0,0,0.0,0.08242484707450115,1.0,0,-1.0,0.13510482992487563,1.0,0,-1.0,0.14052948579348434,0.7391304347826086,0,-1.0,0.16845418473366305,1.49917718047175,0,-1.4651162790697674,0.20980763401101146,6.978515238778267,8.16167052526093,5.5044248739930675,5.125198805335574,2024-05-02
1.0,0,-1.0,0.11431392405724455,1.0,0,-1.0,0.12345979062195492,1.0,0,-1.0,0.15277418640615756,0.6280487804878049,0,-1.0,0.1635412715930695,1.4958448753462603,0,-1.4869565217391305,0.2270766387916861,2.8742768803365957,6.244824936856676,1.4225120385778385,1.619358784070901,2024-06-01
1.0,0,-0.07936507936507936,0.0740062517441395,0.7330166270783848,0,-0.45478374836173,0.08810402501857738,0.8760535448686168,0,-0.12536443148688048,0.11150123632812842,0.559748427672956,0,-0.6438356164383562,0.11785401118340989,1.3137546468401486,0,-0.18777292576419213,0.1672465013532225,3.0457771071643918,4.991369717343736,0.6150818212408925,1.502583047477424,2024-07-11
1.0,0,0.003278688524590164,0.07378552205200682,0.729073482428115,0,-0.46709470304975925,0.08795036496702448,0.8839436619718309,0,-0.11834319526627218,0.11104880886060531,0.5623556581986143,0,-0.6956920256645279,0.11813015398438147,1.3255421008166712,0,-0.17725258493353027,0.1665638288504247,3.0749350642495252,5.068554650734808,0.6311384218477735,1.4892562852730244,2024-07-11
1.0,0,-0.007462686567164179,0.07756070369795537,0.7231939163498099,0,-0.569620253164557,0.09035791128884024,0.978021978021978,0,-0.3333333333333333,0.10484079724144695,0.47814018043025674,0,-0.8014184397163121,0.10622677683867074,1.459016393442623,0,-0.49514563106796117,0.15723681785608748,1.9143129113574768,5.436808210452238,0.44861350415478873,0.5288138688937021,2024-07-26
1.0,0,-0.032679738562091505,0.07308607429172814,0.7024719101123595,0,-0.5635179153094463,0.09091142349226752,0.88,0,-0.3333333333333333,0.10554384301028459,0.47013782542113325,0,-0.780564263322884,0.10550058526257494,1.3134328358208955,0,-0.49640287769784175,0.15830246540378298,1.8206040781222788,5.334160075602689,0.43043444009528065,0.5256543350522808,2024-07-26
1.0,0,-0.43859649122807015,0.11294654878901368,0.7241777264858626,0,-0.6692913385826772,0.1438205285795108,0.9214501510574018,0,-0.5362318840579711,0.17290310033075576,0.5647816750178954,0,-0.7674418604651163,0.15365473252621697,1.3811320754716983,0,-0.7985611510791367,0.2592983367926935,3.9118711940613395,6.104463162963268,2.006760950919836,2.528083868311955,2024-08-25
1.0,0,-1.0,0.13952532666126624,0.7484562885927852,0,-1.0,0.19617609585975906,1.0,0,-1.0,0.21799834796406023,0.593486478627508,0,-1.0,0.21455402520782274,1.4883720930232558,0,-1.4867256637168142,0.32664592733598347,5.10110829930348,7.072964566496035,2.8146198607703417,3.2277117684670817,2024-09-04
1.0,0,-1.0,0.12785249692293535,0.7470810721920736,0,-1.0,0.18545737947715035,0.9500734214390602,0,-1.0,0.20581493198621387,0.5804223406354845,0,-1.0,0.20567287279445606,1.4249793521152612,0,-1.4851485148514851,0.30863906928738455,5.076561039927824,7.064907799996146,2.7745077962549844,3.2164152801922676,2024-09-04
0.8711635750421585,0,-0.3561643835616438,0.1487528966336506,0.7908087629715038,0,-0.5624161073825503,0.1949821376549963,0.9604904632152589,0,-0.4303030303030303,0.2136712853665829,0.5946488294314382,0,-0.7559880239520959,0.22741318176292055,1.4406130268199233,0,-0.6435045317220544,0.3204861760427041,6.2686324860598335,7.303041757780038,3.571049552729528,3.684343608143646,2024-09-14
0.8689573858851272,0,-0.19155354449472098,0.1445659836560705,0.7894901960784314,0,-0.4503597122302158,0.19164558572248042,0.9551906960834616,0,-0.2560386473429952,0.21000537332783392,0.5952890792291221,0,-0.6883333333333334,0.2252880387153658,1.4326635314236853,0,-0.38313253012048193,0.31499426952851733,6.285391671615124,7.310940827006626,3.5608802732695652,3.6739528908365005,2024-09-14
